actual,estimate,period,symbol,year,quarter,beat,f1_pup,f2_vup,f3_bothup,f4_average_price
0.58,0.5442899999999999,2013-03-31,VRSN,2013,1,1,0.6666666666666666,0.5333333333333333,0.31666666666666665,43.910666666666664
0.59,0.51077,2012-12-31,VRSN,2012,4,1,0.5,0.4838709677419355,0.2903225806451613,41.65509516129033
0.5,0.48933,2012-09-30,VRSN,2012,3,1,0.5555555555555556,0.5079365079365079,0.2698412698412698,46.06395396825396
0.45,0.45133,2012-06-30,VRSN,2012,2,0,0.5873015873015873,0.47619047619047616,0.30158730158730157,40.672619047619044
0.42,0.42857,2012-03-31,VRSN,2012,1,0,0.532258064516129,0.5,0.1935483870967742,36.95209677419354
0.4,0.41214,2011-12-31,VRSN,2011,4,0,0.47619047619047616,0.47619047619047616,0.25396825396825395,32.49936507936508
0.39,0.36938,2011-09-30,VRSN,2011,3,1,0.453125,0.5,0.21875,30.970234375000004
0.38,0.34588,2011-06-30,VRSN,2011,2,1,0.4126984126984127,0.4603174603174603,0.19047619047619047,35.47071428571428
0.32,0.32056,2011-03-31,VRSN,2011,1,0,0.6129032258064516,0.43548387096774194,0.22580645161290322,34.85516129032257
0.31,0.2975,2010-12-31,VRSN,2010,4,1,0.46875,0.4375,0.21875,33.87734375
0.27,0.2635,2010-09-30,VRSN,2010,3,1,0.59375,0.5,0.28125,29.397226562500006
0.24,0.24417,2010-06-30,VRSN,2010,2,0,0.5555555555555556,0.4603174603174603,0.2222222222222222,27.428253968253966
0.37,0.35421,2010-03-31,VRSN,2010,1,1,0.5901639344262295,0.47540983606557374,0.2786885245901639,24.803401639344266
0.31,0.33881999999999995,2009-12-31,VRSN,2009,4,0,0.546875,0.5,0.234375,23.1025
0.33,0.32389,2009-09-30,VRSN,2009,3,1,0.65625,0.5,0.328125,20.708125000000003
0.31,0.315,2009-06-30,VRSN,2009,2,0,0.49206349206349204,0.4444444444444444,0.2698412698412698,20.81751746031746
0.32,0.28444,2009-03-31,VRSN,2009,1,1,0.45901639344262296,0.47540983606557374,0.2459016393442623,19.513442622950823
0.28,0.28474,2008-12-31,VRSN,2008,4,0,0.40625,0.484375,0.21875,20.834062499999998
0.25,0.26263000000000003,2008-09-30,VRSN,2008,3,0,0.4375,0.421875,0.109375,31.12953125
0.25,0.22722,2008-06-30,VRSN,2008,2,1,0.515625,0.4375,0.21875,37.52234375
0.21,0.20125,2008-03-31,VRSN,2008,1,1,0.4426229508196721,0.5737704918032787,0.29508196721311475,34.61409836065573
0.3,0.28778000000000004,2007-12-31,VRSN,2007,4,1,0.515625,0.515625,0.296875,35.6995296875
0.26,0.27,2007-09-30,VRSN,2007,3,0,0.5873015873015873,0.47619047619047616,0.25396825396825395,31.654758730158743
0.25,0.25,2007-06-30,VRSN,2007,2,1,0.6349206349206349,0.5555555555555556,0.3492063492063492,27.688095238095247
0.21,0.223,2007-03-31,VRSN,2007,1,0,0.4426229508196721,0.47540983606557374,0.2459016393442623,24.887852459016393
0.24,0.25333,2006-12-31,VRSN,2006,4,0,0.4603174603174603,0.47619047619047616,0.23809523809523808,22.72898412698413
0.24,0.23952,2006-09-30,VRSN,2006,3,1,0.4126984126984127,0.47619047619047616,0.20634920634920634,19.888253968253967
0.24,0.2368,2006-06-30,VRSN,2006,2,1,0.5079365079365079,0.47619047619047616,0.25396825396825395,23.02920634920634
0.24,0.21875,2006-03-31,VRSN,2006,1,1,0.532258064516129,0.4838709677419355,0.27419354838709675,23.13419354838709
0.26,0.2552,2005-12-31,VRSN,2005,4,1,0.36507936507936506,0.49206349206349204,0.15873015873015872,22.35222222222222
0.27,0.27,2005-09-30,VRSN,2005,3,1,0.40625,0.5,0.21875,24.5196875
0.27,0.25957,2005-06-30,VRSN,2005,2,1,0.46875,0.53125,0.25,29.412812499999994
0.25,0.21391,2005-03-31,VRSN,2005,1,1,0.4262295081967213,0.4918032786885246,0.22950819672131148,27.854426229508192
0.21,0.20409,2004-12-31,VRSN,2004,4,1,0.546875,0.484375,0.34375,28.90289062499999
0.19,0.16364,2004-09-30,VRSN,2004,3,1,0.46875,0.5,0.296875,17.87046875
0.15,0.15143,2004-06-30,VRSN,2004,2,0,0.532258064516129,0.5967741935483871,0.3548387096774194,17.543387096774197
0.14,0.13105,2004-03-31,VRSN,2004,1,1,0.3709677419354839,0.46774193548387094,0.1774193548387097,17.54679032258065
0.17,0.13217,2003-12-31,VRSN,2003,4,1,0.5,0.5,0.328125,15.672031249999996
0.15,0.14,2003-09-30,VRSN,2003,3,1,0.484375,0.484375,0.296875,14.138281250000004
0.14,0.14,2003-06-30,VRSN,2003,2,1,0.5238095238095238,0.47619047619047616,0.2698412698412698,12.465920634920634
0.14,0.1381,2003-03-31,VRSN,2003,1,1,0.5245901639344263,0.47540983606557374,0.2786885245901639,8.459934426229509
0.14,0.138,2002-12-31,VRSN,2002,4,1,0.59375,0.53125,0.359375,8.021187500000002
0.14,0.1416,2002-09-30,VRSN,2002,3,0,0.453125,0.484375,0.25,6.4739375
0.15,0.14818,2002-06-30,VRSN,2002,2,1,0.453125,0.5,0.234375,13.717203125000003
0.2,0.20667,2002-03-31,VRSN,2002,1,0,0.3,0.43333333333333335,0.1,29.806333333333324
1.94,1.84,2019-12-31,UTX,2019,4,1,0.453125,0.5,0.203125,144.14984374999997
2.21,2.03,2019-09-30,UTX,2019,3,1,0.453125,0.515625,0.21875,131.92140625000002
2.2,2.05,2019-06-30,UTX,2019,2,1,0.6349206349206349,0.4603174603174603,0.2857142857142857,132.87999999999997
1.91,1.71,2019-03-31,UTX,2019,1,1,0.5081967213114754,0.4098360655737705,0.18032786885245902,120.74163934426232
1.95,1.53271,2018-12-31,UTX,2018,4,1,0.3968253968253968,0.47619047619047616,0.19047619047619047,124.67873015873016
1.93,1.81471,2018-09-30,UTX,2018,3,1,0.5396825396825397,0.47619047619047616,0.2857142857142857,133.43650793650792
1.97,1.84786,2018-06-30,UTX,2018,2,1,0.5,0.546875,0.25,124.42734375000002
1.77,1.515,2018-03-31,UTX,2018,1,1,0.5081967213114754,0.47540983606557374,0.29508196721311475,131.2329508196721
1.6,1.5605,2017-12-31,UTX,2017,4,1,0.5238095238095238,0.4603174603174603,0.2222222222222222,120.64698412698412
1.73,1.68753,2017-09-30,UTX,2017,3,1,0.42857142857142855,0.5079365079365079,0.2222222222222222,117.56095238095237
1.85,1.7798200000000002,2017-06-30,UTX,2017,2,1,0.5238095238095238,0.5079365079365079,0.2698412698412698,119.01873015873015
1.48,1.38947,2017-03-31,UTX,2017,1,1,0.43548387096774194,0.5483870967741935,0.24193548387096775,111.49370967741936
1.56,1.55744,2016-12-31,UTX,2016,4,1,0.4603174603174603,0.4444444444444444,0.2222222222222222,105.32031746031748
1.76,1.66247,2016-09-30,UTX,2016,3,1,0.53125,0.5,0.296875,105.37656249999996
1.82,1.6813900000000002,2016-06-30,UTX,2016,2,1,0.46875,0.515625,0.234375,101.6875
1.42,1.39205,2016-03-31,UTX,2016,1,1,0.5245901639344263,0.4426229508196721,0.21311475409836064,92.16770491803277
1.37,1.51784,2015-12-31,UTX,2015,4,0,0.5,0.46875,0.25,96.15375000000003
1.61,1.55242,2015-09-30,UTX,2015,3,1,0.4375,0.46875,0.171875,97.81968750000001
1.73,1.714,2015-06-30,UTX,2015,2,1,0.49206349206349204,0.49206349206349204,0.15873015873015872,116.58920634920631
1.58,1.44765,2015-03-31,UTX,2015,1,1,0.5081967213114754,0.4918032786885246,0.26229508196721313,118.67311475409832
1.62,1.62105,2014-12-31,UTX,2014,4,0,0.515625,0.4375,0.234375,108.33578125
2.04,1.8086,2014-09-30,UTX,2014,3,1,0.390625,0.5,0.15625,108.95609375
1.84,1.71243,2014-06-30,UTX,2014,2,1,0.49206349206349204,0.4603174603174603,0.2222222222222222,117.00777777777778
1.32,1.267,2014-03-31,UTX,2014,1,1,0.5409836065573771,0.5409836065573771,0.3114754098360656,114.15295081967214
1.58,1.52696,2013-12-31,UTX,2013,4,1,0.515625,0.53125,0.234375,108.30437500000002
1.55,1.5377,2013-09-30,UTX,2013,3,1,0.578125,0.5,0.3125,103.97765624999997
1.7,1.57296,2013-06-30,UTX,2013,2,1,0.5625,0.53125,0.296875,93.93156250000001
1.39,1.29273,2013-03-31,UTX,2013,1,1,0.5666666666666667,0.5166666666666667,0.3,89.54133333333334
1.04,1.02762,2012-12-31,UTX,2012,4,1,0.4838709677419355,0.5,0.25806451612903225,78.8317741935484
1.37,1.1779,2012-09-30,UTX,2012,3,1,0.4603174603174603,0.5555555555555556,0.25396825396825395,77.33920634920635
1.62,1.4105,2012-06-30,UTX,2012,2,1,0.4603174603174603,0.4603174603174603,0.14285714285714285,76.96952380952378
1.31,1.19762,2012-03-31,UTX,2012,1,1,0.5483870967741935,0.43548387096774194,0.22580645161290322,81.08290322580643
1.47,1.457,2011-12-31,UTX,2011,4,1,0.47619047619047616,0.4603174603174603,0.2222222222222222,74.85746031746031
1.47,1.44368,2011-09-30,UTX,2011,3,1,0.40625,0.4375,0.171875,77.27015625
1.45,1.40952,2011-06-30,UTX,2011,2,1,0.47619047619047616,0.5396825396825397,0.23809523809523808,86.07968253968251
1.11,1.06611,2011-03-31,UTX,2011,1,1,0.5806451612903226,0.532258064516129,0.25806451612903225,81.89919354838705
1.31,1.29316,2010-12-31,UTX,2010,4,1,0.46875,0.421875,0.1875,75.95578125
1.3,1.27842,2010-09-30,UTX,2010,3,1,0.578125,0.484375,0.203125,69.02937500000003
1.2,1.16118,2010-06-30,UTX,2010,2,1,0.4603174603174603,0.4603174603174603,0.09523809523809523,70.52952380952382
0.93,0.89765,2010-03-31,UTX,2010,1,1,0.5737704918032787,0.4426229508196721,0.29508196721311475,70.08786885245901
1.15,1.14056,2009-12-31,UTX,2009,4,1,0.59375,0.453125,0.234375,66.37671875
1.14,1.11842,2009-09-30,UTX,2009,3,1,0.546875,0.53125,0.28125,56.90718749999999
1.05,1.03875,2009-06-30,UTX,2009,2,1,0.49206349206349204,0.5238095238095238,0.20634920634920634,51.01206349206348
0.78,0.78059,2009-03-31,UTX,2009,1,0,0.47540983606557374,0.5245901639344263,0.22950819672131148,45.77327868852459
1.23,1.22143,2008-12-31,UTX,2008,4,1,0.46875,0.5,0.21875,50.329218749999995
1.33,1.31467,2008-09-30,UTX,2008,3,1,0.46875,0.484375,0.21875,63.68515625000001
1.32,1.30063,2008-06-30,UTX,2008,2,1,0.515625,0.5625,0.234375,70.76406250000001
1.03,1.00647,2008-03-31,UTX,2008,1,1,0.4262295081967213,0.5081967213114754,0.18032786885245902,71.12032786885246
1.08,1.06529,2007-12-31,UTX,2007,4,1,0.484375,0.484375,0.171875,76.61749999999999
1.21,1.16,2007-09-30,UTX,2007,3,1,0.5555555555555556,0.42857142857142855,0.1746031746031746,74.8368253968254
1.16,1.14778,2007-06-30,UTX,2007,2,1,0.49206349206349204,0.47619047619047616,0.20634920634920634,68.63174603174605
0.82,0.8,2007-03-31,UTX,2007,1,1,0.4918032786885246,0.45901639344262296,0.26229508196721313,65.75983606557377
0.87,0.8484200000000001,2006-12-31,UTX,2006,4,1,0.49206349206349204,0.5079365079365079,0.2222222222222222,64.75571428571429
0.99,0.96167,2006-09-30,UTX,2006,3,1,0.47619047619047616,0.5238095238095238,0.23809523809523808,62.19841269841269
1.09,1.00579,2006-06-30,UTX,2006,2,1,0.5079365079365079,0.49206349206349204,0.25396825396825395,61.87269841269842
0.76,0.72632,2006-03-31,UTX,2006,1,1,0.4838709677419355,0.45161290322580644,0.20967741935483872,57.575645161290325
0.71,0.70505,2005-12-31,UTX,2005,4,1,0.4603174603174603,0.47619047619047616,0.1746031746031746,53.366349206349206
0.81,0.78952,2005-09-30,UTX,2005,3,1,0.453125,0.53125,0.25,51.02624999999998
0.95,0.8476299999999999,2005-06-30,UTX,2005,2,1,0.421875,0.5,0.203125,91.96312500000005
0.64,0.6230600000000001,2005-03-31,UTX,2005,1,1,0.47540983606557374,0.5409836065573771,0.22950819672131148,101.18327868852458
0.645,0.63722,2004-12-31,UTX,2004,4,1,0.484375,0.5,0.234375,97.05765625000001
0.715,0.705,2004-09-30,UTX,2004,3,1,0.4375,0.53125,0.25,92.58906250000001
0.83,0.78971,2004-06-30,UTX,2004,2,1,0.5483870967741935,0.4032258064516129,0.25806451612903225,86.84532258064513
0.57,0.55824,2004-03-31,UTX,2004,1,1,0.5,0.532258064516129,0.1935483870967742,92.11419354838709
0.58,0.5645,2003-12-31,UTX,2003,4,1,0.59375,0.375,0.265625,86.68736875000002
0.635,0.62026,2003-09-30,UTX,2003,3,1,0.453125,0.515625,0.28125,76.34546874999997
0.63,0.61361,2003-06-30,UTX,2003,2,1,0.49206349206349204,0.42857142857142855,0.25396825396825395,65.9868253968254
0.5,0.48694,2003-03-31,UTX,2003,1,1,0.47540983606557374,0.5573770491803278,0.26229508196721313,61.56606557377049
0.53,0.52235,2002-12-31,UTX,2002,4,1,0.546875,0.46875,0.265625,60.58546874999999
0.605,0.59375,2002-09-30,UTX,2002,3,1,0.4375,0.4375,0.203125,62.376562499999984
0.615,0.60029,2002-06-30,UTX,2002,2,1,0.484375,0.453125,0.21875,69.54625000000003
0.46,0.44867,2002-03-31,UTX,2002,1,1,0.4166666666666667,0.45,0.16666666666666666,69.33850000000001
2.11,2.11,2019-12-31,UPS,2019,4,1,0.5625,0.5,0.21875,118.38093750000002
2.07,2.06,2019-09-30,UPS,2019,3,1,0.53125,0.46875,0.234375,114.33640625000001
1.96,1.92,2019-06-30,UPS,2019,2,1,0.5079365079365079,0.5396825396825397,0.31746031746031744,104.0088888888889
1.39,1.41,2019-03-31,UPS,2019,1,0,0.5901639344262295,0.47540983606557374,0.26229508196721313,106.05491803278687
1.94,1.90148,2018-12-31,UPS,2018,4,1,0.4444444444444444,0.47619047619047616,0.2222222222222222,108.40888888888891
1.82,1.817,2018-09-30,UPS,2018,3,1,0.5714285714285714,0.4603174603174603,0.3333333333333333,117.6947619047619
1.94,1.92782,2018-06-30,UPS,2018,2,1,0.46875,0.515625,0.203125,112.32062500000002
1.55,1.54233,2018-03-31,UPS,2018,1,1,0.4262295081967213,0.4426229508196721,0.22950819672131148,115.58557377049178
1.67,1.6628599999999998,2017-12-31,UPS,2017,4,1,0.4444444444444444,0.4126984126984127,0.2698412698412698,117.52507936507934
1.45,1.44776,2017-09-30,UPS,2017,3,1,0.5555555555555556,0.5555555555555556,0.31746031746031744,113.68444444444442
1.58,1.46771,2017-06-30,UPS,2017,2,1,0.6031746031746031,0.47619047619047616,0.2857142857142857,106.8911111111111
1.32,1.28776,2017-03-31,UPS,2017,1,1,0.5161290322580645,0.5161290322580645,0.27419354838709675,109.26177419354839
1.63,1.69009,2016-12-31,UPS,2016,4,0,0.42857142857142855,0.49206349206349204,0.19047619047619047,112.67634920634917
1.44,1.44005,2016-09-30,UPS,2016,3,0,0.515625,0.46875,0.265625,109.22031249999999
1.43,1.42695,2016-06-30,UPS,2016,2,1,0.578125,0.453125,0.203125,104.08546875
1.27,1.21774,2016-03-31,UPS,2016,1,1,0.6065573770491803,0.4426229508196721,0.2459016393442623,97.1855737704918
1.57,1.41771,2015-12-31,UPS,2015,4,1,0.515625,0.5,0.1875,102.15437500000004
1.39,1.3692799999999998,2015-09-30,UPS,2015,3,1,0.5,0.46875,0.28125,98.75390624999997
1.35,1.26468,2015-06-30,UPS,2015,2,1,0.47619047619047616,0.47619047619047616,0.20634920634920634,99.35571428571431
1.12,1.08608,2015-03-31,UPS,2015,1,1,0.47540983606557374,0.4918032786885246,0.19672131147540983,102.60672131147545
1.25,1.24995,2014-12-31,UPS,2014,4,1,0.5,0.546875,0.296875,105.52265625000001
1.32,1.2844,2014-09-30,UPS,2014,3,1,0.453125,0.5,0.1875,99.35874999999999
1.21,1.24692,2014-06-30,UPS,2014,2,0,0.5396825396825397,0.47619047619047616,0.2698412698412698,100.41587301587305
0.98,1.07789,2014-03-31,UPS,2014,1,0,0.45901639344262296,0.45901639344262296,0.16393442622950818,97.46885245901638
1.25,1.24926,2013-12-31,UPS,2013,4,1,0.625,0.5625,0.375,98.5015625
1.16,1.14885,2013-09-30,UPS,2013,3,1,0.578125,0.421875,0.21875,87.89484374999996
1.13,1.12963,2013-06-30,UPS,2013,2,1,0.5,0.578125,0.28125,85.77703125000002
1.04,1.00719,2013-03-31,UPS,2013,1,1,0.6,0.48333333333333334,0.31666666666666665,81.97866666666668
1.32,1.37715,2012-12-31,UPS,2012,4,0,0.41935483870967744,0.532258064516129,0.25806451612903225,72.9418338709678
1.06,1.05978,2012-09-30,UPS,2012,3,1,0.4444444444444444,0.47619047619047616,0.15873015873015872,75.59492063492063
1.15,1.172,2012-06-30,UPS,2012,2,0,0.5396825396825397,0.47619047619047616,0.30158730158730157,77.28000000000002
1.0,1.01391,2012-03-31,UPS,2012,1,0,0.6451612903225806,0.532258064516129,0.3387096774193548,76.77951612903225
1.28,1.26389,2011-12-31,UPS,2011,4,1,0.5079365079365079,0.47619047619047616,0.2698412698412698,69.94380952380953
1.06,1.052,2011-09-30,UPS,2011,3,1,0.484375,0.4375,0.171875,67.32906249999999
1.05,1.04385,2011-06-30,UPS,2011,2,1,0.5079365079365079,0.5079365079365079,0.2222222222222222,72.57730158730159
0.88,0.8452299999999999,2011-03-31,UPS,2011,1,1,0.4838709677419355,0.5161290322580645,0.20967741935483872,73.18580645161286
1.08,1.05228,2010-12-31,UPS,2010,4,1,0.5,0.484375,0.25,69.87328125
0.93,0.8810899999999999,2010-09-30,UPS,2010,3,1,0.5625,0.46875,0.265625,64.62703125000002
0.84,0.76862,2010-06-30,UPS,2010,2,1,0.42857142857142855,0.49206349206349204,0.15873015873015872,64.10349206349206
0.71,0.57714,2010-03-31,UPS,2010,1,1,0.4918032786885246,0.4918032786885246,0.2459016393442623,60.10557377049179
0.75,0.73556,2009-12-31,UPS,2009,4,1,0.453125,0.421875,0.171875,56.871406249999986
0.55,0.51895,2009-09-30,UPS,2009,3,1,0.5,0.515625,0.234375,53.850937499999986
0.49,0.48529,2009-06-30,UPS,2009,2,1,0.5079365079365079,0.5238095238095238,0.25396825396825395,51.83841269841269
0.52,0.55853,2009-03-31,UPS,2009,1,0,0.4098360655737705,0.47540983606557374,0.2459016393442623,45.78032786885245
0.83,0.85125,2008-12-31,UPS,2008,4,0,0.546875,0.453125,0.234375,53.511875
0.96,0.89133,2008-09-30,UPS,2008,3,1,0.5625,0.515625,0.328125,63.317812500000024
0.85,0.8464299999999999,2008-06-30,UPS,2008,2,1,0.453125,0.390625,0.15625,70.14281249999999
0.87,0.865,2008-03-31,UPS,2008,1,1,0.5245901639344263,0.47540983606557374,0.22950819672131148,71.04999999999998
1.13,1.125,2007-12-31,UPS,2007,4,1,0.5,0.59375,0.28125,73.78999999999999
1.05,1.01688,2007-09-30,UPS,2007,3,1,0.47619047619047616,0.47619047619047616,0.2698412698412698,75.44142857142855
1.04,1.02875,2007-06-30,UPS,2007,2,1,0.5079365079365079,0.5555555555555556,0.2698412698412698,71.5026984126984
0.96,0.96,2007-03-31,UPS,2007,1,1,0.3770491803278688,0.4426229508196721,0.19672131147540983,72.50065573770492
1.04,1.04059,2006-12-31,UPS,2006,4,0,0.4444444444444444,0.5079365079365079,0.25396825396825395,75.90571428571427
0.96,0.8952899999999999,2006-09-30,UPS,2006,3,1,0.4126984126984127,0.4126984126984127,0.15873015873015872,72.62
0.97,0.99667,2006-06-30,UPS,2006,2,0,0.4444444444444444,0.49206349206349204,0.2222222222222222,80.85952380952382
0.89,0.878,2006-03-31,UPS,2006,1,1,0.4838709677419355,0.532258064516129,0.24193548387096775,76.11774193548388
0.95,0.95667,2005-12-31,UPS,2005,4,0,0.4126984126984127,0.5555555555555556,0.2857142857142857,74.38904761904762
0.86,0.8556299999999999,2005-09-30,UPS,2005,3,1,0.375,0.46875,0.1875,70.74828125
0.88,0.8572700000000001,2005-06-30,UPS,2005,2,1,0.390625,0.46875,0.1875,71.56390625
0.78,0.73,2005-03-31,UPS,2005,1,1,0.36065573770491804,0.4098360655737705,0.13114754098360656,76.40803278688523
0.76,0.75615,2004-12-31,UPS,2004,4,1,0.5,0.4375,0.265625,82.11484375
0.7,0.71882,2004-09-30,UPS,2004,3,0,0.546875,0.5,0.3125,72.78500000000003
0.72,0.7064699999999999,2004-06-30,UPS,2004,2,1,0.5161290322580645,0.532258064516129,0.3064516129032258,71.41709677419352
0.67,0.615,2004-03-31,UPS,2004,1,1,0.41935483870967744,0.5483870967741935,0.22580645161290322,70.7267741935484
0.7,0.69105,2003-12-31,UPS,2003,4,1,0.65625,0.421875,0.3125,71.23390624999998
0.62,0.60053,2003-09-30,UPS,2003,3,1,0.484375,0.4375,0.1875,63.60656249999998
0.61,0.593,2003-06-30,UPS,2003,2,1,0.5555555555555556,0.4126984126984127,0.2698412698412698,61.563492063492056
0.52,0.51105,2003-03-31,UPS,2003,1,1,0.4918032786885246,0.5409836065573771,0.2786885245901639,59.3832786885246
0.59,0.56667,2002-12-31,UPS,2002,4,1,0.546875,0.5,0.25,62.76843749999999
0.51,0.5355,2002-09-30,UPS,2002,3,0,0.46875,0.4375,0.21875,63.12703125000001
0.54,0.53667,2002-06-30,UPS,2002,2,1,0.578125,0.46875,0.25,60.41343749999997
0.5,0.46647,2002-03-31,UPS,2002,1,1,0.45,0.45,0.2,57.88816666666666
3.9,3.77,2019-12-31,UNH,2019,4,1,0.59375,0.46875,0.3125,261.6245312499999
3.88,3.75,2019-09-30,UNH,2019,3,1,0.515625,0.390625,0.125,241.29015624999994
3.6,3.45,2019-06-30,UNH,2019,2,1,0.5238095238095238,0.4603174603174603,0.19047619047619047,240.52079365079373
3.73,3.6,2019-03-31,UNH,2019,1,1,0.4918032786885246,0.5081967213114754,0.19672131147540983,255.0227868852459
3.28,3.20857,2018-12-31,UNH,2018,4,1,0.42857142857142855,0.5079365079365079,0.2222222222222222,264.1633333333333
3.41,3.29255,2018-09-30,UNH,2018,3,1,0.5396825396825397,0.5238095238095238,0.2857142857142857,260.1038095238096
3.14,3.03519,2018-06-30,UNH,2018,2,1,0.484375,0.46875,0.21875,240.11781249999996
3.04,2.8944400000000003,2018-03-31,UNH,2018,1,1,0.4918032786885246,0.47540983606557374,0.2459016393442623,228.4009836065573
2.59,2.51476,2017-12-31,UNH,2017,4,1,0.5238095238095238,0.47619047619047616,0.3333333333333333,211.92777777777778
2.66,2.56278,2017-09-30,UNH,2017,3,1,0.47619047619047616,0.49206349206349204,0.25396825396825395,193.19031746031746
2.46,2.3783,2017-06-30,UNH,2017,2,1,0.5238095238095238,0.42857142857142855,0.20634920634920634,175.35476190476194
2.37,2.16795,2017-03-31,UNH,2017,1,1,0.532258064516129,0.5483870967741935,0.2903225806451613,163.77241935483872
2.11,2.07315,2016-12-31,UNH,2016,4,1,0.42857142857142855,0.5079365079365079,0.25396825396825395,149.3763492063492
2.17,2.0792900000000003,2016-09-30,UNH,2016,3,1,0.390625,0.5,0.203125,140.05890624999998
1.96,1.88705,2016-06-30,UNH,2016,2,1,0.59375,0.4375,0.234375,133.33578125000003
1.75,1.7220799999999998,2016-03-31,UNH,2016,1,1,0.5901639344262295,0.5081967213114754,0.3114754098360656,118.29475409836068
1.4,1.3768,2015-12-31,UNH,2015,4,1,0.546875,0.46875,0.265625,116.87828124999997
1.65,1.63524,2015-09-30,UNH,2015,3,1,0.4375,0.46875,0.25,119.68749999999999
1.64,1.5845,2015-06-30,UNH,2015,2,1,0.5238095238095238,0.42857142857142855,0.19047619047619047,118.29063492063493
1.46,1.34764,2015-03-31,UNH,2015,1,1,0.4918032786885246,0.5245901639344263,0.22950819672131148,111.05622950819675
1.55,1.49841,2014-12-31,UNH,2014,4,1,0.5625,0.515625,0.296875,94.81796875000002
1.63,1.52852,2014-09-30,UNH,2014,3,1,0.625,0.5,0.28125,84.50500000000001
1.42,1.25646,2014-06-30,UNH,2014,2,1,0.5238095238095238,0.4444444444444444,0.25396825396825395,78.67888888888886
1.1,1.0872700000000002,2014-03-31,UNH,2014,1,1,0.5245901639344263,0.5573770491803278,0.29508196721311475,75.26737704918034
1.41,1.40267,2013-12-31,UNH,2013,4,1,0.5625,0.46875,0.296875,71.83765625
1.53,1.5267,2013-09-30,UNH,2013,3,1,0.546875,0.53125,0.25,71.56843749999999
1.4,1.25273,2013-06-30,UNH,2013,2,1,0.59375,0.515625,0.328125,62.21984374999999
